,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
200512,   0.58,  -0.65,   0.66,   0.48,   0.84,  -0.15,  -1.29,  -0.17,  -0.02,  -0.06,   0.52,  -0.54,  -0.31,   0.45,  -0.49,  -0.25,   0.52,   0.54,   0.94,   2.53,   1.06,  -1.09,  -0.39,   0.18,   1.64
200601,   8.98,   7.86,   6.76,   7.59,  12.02,   7.64,   7.62,   5.87,   8.51,  13.43,   6.84,   5.72,   4.24,   6.75,   9.42,   3.02,   2.91,   3.22,   3.64,   7.95,   4.82,  -0.57,   1.71,   2.37,   6.93
200602,  -0.06,   0.19,   0.93,   2.21,  -0.97,  -1.35,   0.36,   1.86,   0.60,  -2.34,  -0.92,   1.19,   0.31,  -1.14,  -1.00,   0.94,   0.66,   0.62,   1.32,  -2.54,   0.42,   0.93,   0.79,   0.87,  -3.53
200603,   4.01,   3.84,   5.00,   5.39,   5.84,   4.10,   2.42,   4.96,   5.34,   5.73,   2.35,   1.76,   2.25,   4.23,   6.44,   1.94,   1.60,   1.62,   2.63,   4.97,   1.46,   1.62,   0.37,   0.79,   2.32
200604,   0.09,  -0.70,  -0.67,  -0.39,  -0.05,  -1.26,   0.55,  -1.33,   1.98,   0.37,   0.59,   0.46,   0.59,   0.07,   1.32,  -0.18,   1.47,  -0.20,   2.44,   1.94,   0.43,   1.63,   1.60,   0.73,   0.96
200605,  -4.87,  -3.99,  -3.65,  -4.92,  -8.23,  -3.06,  -3.97,  -4.02,  -5.12,  -7.20,  -3.52,  -2.56,  -2.77,  -4.19,  -8.06,  -1.76,  -3.37,  -2.77,  -2.99,  -7.37,  -1.26,  -1.39,  -3.14,  -4.23,  -5.85
200606,  -1.90,  -0.76,   0.54,   0.33,  -1.69,  -3.69,  -1.38,  -0.03,   0.14,  -1.27,  -2.01,  -0.32,  -0.09,  -0.05,   1.89,  -1.95,  -1.44,   0.43,   0.01,   0.02,  -0.25,  -0.06,   0.41,   0.57,   0.70
200607,  -5.18,  -2.71,  -1.32,  -2.44,  -4.47,  -3.78,  -1.62,  -2.36,  -4.12,  -6.10,  -3.77,  -1.71,  -2.70,  -2.34,  -6.76,  -5.60,  -1.11,  -1.86,  -2.72,  -6.44,   1.88,  -0.74,   3.04,   0.21,  -3.47
200608,   4.46,   2.02,   2.28,   3.18,   1.92,   5.59,   4.56,   1.63,   2.60,   1.86,   5.00,   3.27,   2.49,   1.73,   0.08,   4.78,   4.09,   2.26,   2.15,  -0.85,   3.35,   4.18,   2.79,   1.51,  -0.56
200609,   0.98,   1.30,   0.74,   1.48,   0.19,   2.34,   1.60,   0.47,   0.47,   0.56,   2.36,   1.02,   0.72,  -0.08,   0.86,   3.37,   2.56,   1.87,   0.91,   2.42,   1.95,   3.47,   2.61,   1.88,   2.65
200610,   6.53,   5.60,   5.07,   5.43,   6.37,   6.04,   7.11,   6.02,   4.21,   4.91,   6.28,   5.67,   3.76,   3.08,   6.67,   3.38,   3.58,   3.16,   3.26,   4.05,   4.89,   3.48,   3.26,   2.78,   3.40
200611,   2.67,   1.86,   1.73,   1.73,   2.37,   4.48,   4.94,   1.70,   3.06,   1.37,   5.81,   3.80,   2.48,   3.39,   2.25,   7.34,   4.07,   2.43,   2.73,   3.43,   3.06,   0.89,   0.77,   1.96,   2.65
200612,   0.65,   0.91,   1.55,   1.71,   2.39,  -0.18,   0.67,   0.01,   0.95,  -0.20,  -0.07,  -0.02,   0.31,   0.75,   0.42,  -1.03,   0.26,   0.57,   0.34,   0.62,  -0.64,   1.85,   2.96,   0.81,   1.37
200701,   0.91,   0.72,   1.73,   1.22,   1.41,   1.32,   2.28,   1.46,   0.30,   2.75,   5.63,   1.43,   3.51,   2.60,   3.92,   2.91,   3.23,   2.15,   3.88,   2.34,   2.48,   0.03,   1.96,   1.84,   1.96
200702,   0.57,  -0.54,  -0.37,  -0.78,  -1.37,  -0.54,  -0.90,   0.60,  -0.75,  -1.54,  -0.03,   0.68,  -0.34,   0.62,   1.15,   0.98,   0.03,   0.04,   0.47,   0.03,   0.82,  -1.39,  -1.89,  -2.77,  -2.88
200703,  -1.02,   0.29,   0.95,   0.11,   2.34,   0.48,   1.41,   1.83,   1.72,   0.91,   0.01,   0.54,   0.87,   2.46,   3.75,  -2.47,   1.02,   2.22,   2.38,   2.73,  -0.85,   0.30,  -0.30,   1.94,   3.48
200704,   1.16,   0.55,   0.24,   1.15,   2.26,   3.25,   1.81,   2.19,   2.62,   3.49,   3.27,   2.66,   3.12,   2.56,   4.22,   5.48,   4.65,   4.53,   3.84,   3.72,   4.98,   4.38,   4.95,   3.73,   3.13
200705,   3.21,   2.62,   2.66,   2.91,   2.32,   4.30,   4.18,   3.76,   2.68,   2.70,   5.34,   6.13,   6.34,   4.20,   4.02,   4.60,   4.15,   3.56,   3.92,   3.90,   3.05,   3.20,   3.27,   3.65,   3.93
200706,  -0.66,  -0.32,  -0.44,  -0.41,  -1.10,  -3.92,  -1.19,  -1.90,  -0.18,  -1.19,  -2.18,  -0.94,  -0.21,  -0.20,   0.09,  -3.01,  -1.03,  -1.09,  -2.70,  -1.74,  -2.93,  -1.16,  -1.75,  -1.44,  -1.85
200707,  -7.90,  -7.05,  -6.71,  -5.13,  -5.85,  -8.14,  -5.88,  -5.37,  -4.16,  -6.34,  -6.88,  -5.22,  -4.36,  -3.69,  -3.77,  -6.14,  -6.35,  -3.61,  -4.00,  -3.72,  -2.58,  -3.77,  -2.88,  -2.53,  -1.23
200708,   0.12,   0.11,   0.43,  -0.74,  -0.40,   2.23,   3.07,   2.27,   0.84,   3.19,  -0.65,  -1.22,   1.40,   0.07,   0.53,  -0.81,   0.22,   0.40,   0.76,  -0.42,   2.62,   1.67,   0.83,   2.23,   3.48
200709,  -1.06,  -0.50,   0.10,   0.77,   5.19,  -0.44,  -0.02,   1.28,   1.48,   5.23,  -0.12,   0.47,   1.58,   1.44,   5.13,   0.76,   1.99,   2.48,   1.76,   4.08,   2.56,   1.57,   3.41,   5.83,   7.26
200710,  -2.65,   0.18,   0.78,   3.27,   4.89,  -0.72,   0.32,   2.86,   4.10,   2.26,  -3.27,   2.87,   2.01,   2.74,   5.56,  -3.18,   1.34,   1.62,   3.49,   4.84,  -0.09,  -1.31,   2.98,   3.70,   3.96
200711, -10.17,  -7.81,  -6.94,  -9.78,  -9.52,  -8.97,  -6.00,  -5.58,  -7.52,  -8.48,  -8.47,  -3.70,  -6.80,  -6.41,  -6.29, -12.82,  -4.65,  -4.51,  -3.65,  -5.58,  -9.09,  -3.84,  -3.75,  -2.75,  -5.17
200712,  -1.86,  -1.92,  -0.99,   0.64,   2.17,  -2.68,  -2.00,  -0.08,   0.71,   1.42,  -4.63,  -2.79,  -2.14,  -0.20,   1.13,  -7.22,  -3.21,  -0.84,   0.96,   1.12, -10.53,  -5.82,  -1.75,   1.42,   2.47
200801,  -2.63,  -5.41,  -6.32,  -9.03, -13.26,  -1.81,  -4.94,  -5.36,  -8.75, -12.54,   2.93,  -3.79,  -3.77,  -6.83,  -9.23,   1.64,  -0.99,  -6.19,  -6.02,  -9.75,  -0.31,  -0.51,  -3.04,  -6.81, -11.01
200802,  -6.37,  -4.33,  -2.06,  -0.90,  -2.33,  -7.92,  -4.71,  -3.23,  -1.54,  -1.93, -11.77,  -3.65,  -2.67,  -1.04,  -1.36, -10.13,  -5.95,  -3.39,   0.31,   2.97,  -9.02,  -9.19,  -1.81,  -3.56,   0.41
200803,  -2.28,  -0.63,   1.19,   0.41,  -2.62,  -4.25,   0.62,   2.65,   0.73,  -0.93,  -4.05,  -1.86,  -1.44,   0.27,   0.19, -10.09,   0.77,  -0.40,  -3.06,  -1.63,  -9.21,  -2.93,  -2.37,   1.93,  -0.33
200804,   2.06,   1.37,   1.89,   1.05,   1.77,   4.37,   3.44,   1.49,   2.53,   4.93,   2.85,   7.74,   4.92,   6.34,   6.34,   5.42,   4.39,   4.32,   5.23,   9.27,  12.13,   5.32,   2.51,   2.61,   7.20
200805,   3.29,   3.02,   4.17,   2.90,   4.26,   4.59,   4.52,   4.78,   3.59,   6.37,   2.72,   5.16,   2.93,   3.75,   6.65,   4.63,   3.77,   4.61,   3.81,   7.84,  -5.61,  -2.17,   0.03,   2.02,   2.72
200806, -15.11, -12.04, -10.15,  -7.56,  -4.27, -18.07, -11.91,  -9.77,  -8.31,  -3.64, -15.85, -13.74,  -9.58,  -9.31,  -0.48, -18.39, -13.88,  -9.95,  -6.68,  -1.51, -21.77, -14.59,  -9.88,  -8.18,  -3.48
200807,   4.80,   6.79,   4.97,   6.12,   2.70,   7.52,   4.33,   4.01,   4.52,   2.40,   1.56,  -0.64,   3.89,   3.10,  -1.46,  -1.67,  -1.58,   2.75,  -1.61,  -6.82,  -1.41,   6.25,   3.83,  -0.31,  -6.29
200808,   3.97,   3.27,   3.07,   2.94,   1.75,  10.40,   7.76,   5.44,   4.38,  -0.55,  14.06,   4.26,   4.28,   3.14,  -0.55,  -0.29,   6.09,   3.81,   1.91,  -2.39,  -4.44,   3.22,   2.43,   1.57,  -0.43
200809, -10.76,  -6.42,  -7.27,  -6.34, -11.38, -10.55,  -5.96,  -5.38,  -5.28, -11.20,  -9.69, -10.53,  -8.74,  -7.79, -14.96, -19.40, -13.75,  -9.21,  -9.93, -17.01, -22.98,  -7.78,  -6.07,  -4.18, -13.03
200810, -27.25, -23.78, -20.19, -17.99, -18.77, -27.66, -24.45, -20.33, -16.96, -22.28, -22.12, -23.04, -22.07, -17.35, -20.21, -25.75, -21.34, -20.51, -19.37, -22.17, -25.75, -20.54, -14.52, -13.89, -13.21
200811, -19.73, -18.07, -14.19, -12.11, -12.39, -15.23, -14.61, -12.13, -13.01,  -8.74, -15.96, -12.52, -13.20,  -9.31,  -8.08, -18.00, -10.24,  -8.73,  -2.86, -11.66, -19.39,  -8.15,  -7.76,  -2.01,  -8.30
200812,   4.82,   6.43,   2.78,   3.42,   3.73,  11.45,  10.57,   4.29,   5.52,   4.20,   6.32,   6.02,   7.17,   3.45,   2.64,  14.65,   6.58,   5.76,   2.65,   1.15,   3.59,   2.84,   1.00,   0.21,   0.33
200901,  -4.99, -11.08, -11.23,  -7.94, -11.71,  -9.13, -10.44,  -7.91, -10.41, -13.04,  -2.69,  -6.55,  -8.05,  -9.28, -11.07, -10.42,  -6.61,  -7.99,  -6.93,  -5.82, -12.71,  -7.06, -10.77,  -6.73,  -7.90
200902, -17.97, -14.55, -13.06,  -9.16, -12.91, -18.17, -10.99, -11.45, -10.88, -12.16, -17.28,  -8.64, -10.78, -12.61, -10.75, -21.28, -10.93,  -6.60,  -9.92,  -8.35, -20.02, -15.33,  -8.61,  -9.41,  -8.92
200903,  22.13,   9.97,   8.44,   6.96,   7.54,  22.67,  14.37,  13.65,  10.09,   7.23,  18.12,  13.24,  12.50,   7.91,   5.64,  11.85,  13.32,  10.64,  10.07,   5.31,  31.70,  13.20,  11.13,   9.24,   4.30
200904,  47.08,  27.91,  17.21,  12.43,   8.56,  57.46,  34.38,  19.07,  16.55,   9.14,  42.86,  27.68,  23.26,  16.37,   6.71,  49.74,  27.98,  17.46,  10.62,   1.64,  30.79,  24.07,  17.33,   6.50,   1.24
200905,  20.86,   8.75,   6.43,   7.88,   7.84,  17.21,   4.90,   4.15,   1.10,  -0.33,  16.73,   8.27,   3.13,   1.05,  -0.14,  21.19,  10.27,   5.39,   1.33,  -0.53,  17.11,  11.37,   8.86,   3.56,   2.05
200906,   4.31,   5.60,   3.08,   4.73,   6.10,  -4.81,   1.80,   1.74,   4.70,   2.45,  -3.51,  -2.80,   0.99,   2.13,   1.67,  -3.37,  -2.26,  -1.18,   1.65,   2.46,  -3.70,  -4.88,   0.63,   1.14,   2.34
200907,  12.35,  13.19,   9.71,   7.68,   7.94,  18.21,  11.51,  11.85,   6.85,   7.41,  14.88,  14.22,   8.76,   9.39,   7.53,  11.44,   9.99,  11.09,   6.54,   6.02,  11.83,  10.37,   8.83,   5.89,   6.28
200908,  17.57,   5.40,   3.67,  -0.76,   0.05,  16.56,   4.06,   3.18,   0.40,   0.05,  16.62,   4.68,   3.52,   1.85,   0.93,  12.74,   5.96,   4.15,   2.22,   2.13,  10.72,   4.77,   3.35,   2.36,   1.58
200909,  11.44,   6.69,   6.48,   5.44,   4.08,  13.45,   7.76,   4.05,   4.91,   5.79,  12.20,   7.92,   7.22,   4.96,   4.76,  12.99,   7.74,   4.26,   4.50,   4.65,   7.15,   4.07,   4.51,   2.34,   3.65
200910,  -9.49,  -6.25,  -6.86,  -5.96,  -9.98,  -7.99,  -6.09,  -6.75,  -5.03,  -8.50, -11.01,  -4.25,  -3.73,  -6.96,  -7.70,  -8.42,  -2.92,  -2.93,  -3.69,  -4.75,  -9.15,  -1.64,  -0.95,  -0.94,  -0.36
200911,   0.26,   0.29,   2.14,   0.90,   2.87,   2.97,   2.01,   2.57,   1.01,   4.04,   2.44,   3.56,   3.72,   5.32,   5.32,   5.72,   5.03,   4.06,   3.29,   5.31,   7.37,   5.88,   5.58,   5.50,   6.71
200912,   8.32,   6.87,   6.75,   8.46,   8.15,   7.18,   9.49,   7.60,  10.03,  10.99,   9.16,   5.91,   7.38,   8.02,   8.20,   5.30,   3.82,   5.44,   6.28,   8.50,  -2.60,   1.83,   3.04,   3.27,   3.45
201001,  -0.99,  -3.73,  -0.98,  -2.72,  -3.52,   0.83,  -3.35,  -2.66,  -3.96,  -4.62,  -1.67,  -1.59,  -3.24,  -4.91,  -5.22,  -0.47,  -1.97,  -2.31,  -4.42,  -5.35,  -1.21,  -0.68,  -3.49,  -5.88,  -8.77
201002,   2.34,   3.73,   3.41,   5.46,   8.16,   2.46,   3.96,   4.77,   3.75,   6.19,   3.20,   3.54,   4.74,   5.15,   7.56,   2.31,   3.64,   5.93,   5.84,   9.01,   1.19,   1.37,   3.62,   4.65,   5.89
201003,   7.96,   7.21,  10.26,   7.40,   9.22,   9.05,   6.97,   7.79,   9.06,  10.47,   8.92,   7.47,   7.34,   7.58,   8.77,   6.55,   4.61,   8.34,   7.44,   9.31,   4.09,   4.43,   4.88,  10.64,   9.69
201004,   7.84,   7.70,   6.33,   7.57,  12.55,   6.01,   4.32,   5.18,   6.12,   8.70,   3.20,   3.78,   4.13,   7.17,   4.65,   3.36,   3.92,   3.92,   4.79,   5.42,  -0.46,   0.49,   0.87,   4.17,   3.09
201005,  -9.08,  -6.17,  -8.15,  -8.18,  -8.89,  -8.06,  -6.69,  -5.46,  -7.97,  -7.37,  -7.54,  -7.13,  -7.17,  -6.65,  -9.96,  -7.36,  -7.46,  -5.80,  -7.75,  -8.00,  -7.76,  -6.85,  -8.80,  -8.42,  -7.76
201006,  -7.40,  -6.21,  -6.22,  -8.91, -10.43,  -8.61,  -6.21,  -6.57,  -8.10, -10.39,  -5.17,  -6.47,  -6.19,  -7.59, -10.83,  -6.25,  -5.87,  -4.52,  -7.21,  -8.76,  -4.32,  -3.03,  -7.45,  -6.79,  -6.23
201007,   5.78,   6.76,   6.63,   6.33,   7.15,   6.06,   6.83,   5.67,   6.84,  10.16,   4.52,   6.89,   7.61,   6.98,   8.62,   5.89,   5.94,   6.70,   8.96,   9.67,   7.56,   6.33,   5.74,   8.94,   7.67
201008,  -8.55,  -8.67,  -9.09,  -8.16,  -9.92,  -8.68,  -5.96,  -8.13,  -6.63,  -5.94,  -8.10,  -6.19,  -5.22,  -5.85,  -7.48,  -4.84,  -6.31,  -4.22,  -3.36,  -5.33,  -3.15,  -5.20,  -4.14,  -3.35,  -5.33
201009,  11.71,  11.22,  11.85,  12.66,  15.02,  13.74,  13.98,  12.29,  12.10,  12.63,  13.43,  13.05,  12.04,  12.23,  14.54,  11.84,  11.11,  10.62,  10.29,  11.61,   7.85,   8.41,   8.00,   9.21,  12.89
201010,   3.89,   4.81,   3.84,   7.47,   5.61,   3.69,   3.95,   2.33,   4.72,   3.82,   1.75,   3.49,   4.32,   4.02,   3.69,   2.27,   1.65,   3.63,   4.27,   4.33,   2.98,   4.31,   4.11,   2.54,   5.74
201011,   0.91,   3.97,   3.98,   4.09,   5.59,   2.20,   4.31,   0.75,   4.68,   4.55,   0.66,   2.55,   3.94,   2.08,   6.45,   0.89,   1.66,   3.43,   2.47,   3.66,  -0.75,  -1.03,  -0.34,   0.34,   2.38
201012,  11.32,   8.19,   7.80,   9.76,   8.83,  11.60,   9.33,   8.63,   8.68,   7.17,  14.54,   7.51,   8.21,   6.10,   5.88,   8.95,   9.61,   7.31,   5.80,   5.78,   8.95,   6.44,   5.76,   5.89,   4.64
201101,  -1.89,  -0.31,  -1.77,  -1.55,   0.18,   0.05,  -0.14,  -0.33,  -0.51,   0.55,   1.62,   2.64,   0.78,   1.85,   1.77,   4.28,   3.41,   2.28,   1.05,   2.15,   3.62,   2.45,   1.77,   0.92,   1.89
201102,   4.11,   4.97,   2.92,   5.99,   5.26,   2.42,   4.95,   5.21,   5.84,   6.50,   4.99,   5.55,   4.18,   6.62,   6.88,   4.01,   4.40,   2.80,   4.25,   6.09,   0.25,   3.35,   4.85,   4.80,   2.00
201103,  -0.73,   2.64,   3.17,   3.48,   3.61,   0.59,   1.40,   1.91,   3.40,   5.81,  -1.66,   1.85,   2.52,   3.21,   4.83,   3.65,   1.25,   2.93,   2.64,   3.01,  -2.27,  -0.41,   0.72,   0.24,   0.53
201104,   1.83,   1.52,   3.23,   0.14,   0.75,   0.62,   1.69,   1.63,   2.77,   2.35,   1.91,   2.24,   4.38,   4.10,   3.81,   3.04,   3.64,   2.38,   4.01,   2.91,   3.27,   1.97,   3.77,   3.41,   1.83
201105,  -3.03,  -3.20,  -1.61,  -1.77,  -0.87,  -2.46,  -1.65,   0.14,  -1.92,  -3.35,  -2.24,  -0.18,  -1.63,  -1.70,  -1.39,  -0.42,   0.57,  -0.05,   0.01,  -2.07,  -1.91,  -0.63,  -0.98,  -1.52,  -2.12
201106,  -4.58,  -1.68,  -1.95,  -1.71,  -1.84,  -3.30,  -2.14,  -0.98,  -1.59,  -1.57,  -4.40,  -2.39,  -1.17,  -1.93,  -1.57,  -4.76,  -3.04,  -2.83,  -1.06,   0.15,  -2.19,  -2.14,  -1.49,  -1.60,  -0.44
201107,  -2.77,  -1.87,  -1.82,  -2.72,  -3.28,  -3.74,  -4.97,  -5.38,  -3.67,  -2.78,  -6.11,  -3.33,  -5.03,  -4.57,  -2.98,  -4.58,  -5.46,  -3.07,  -2.31,  -3.30,  -1.85,  -1.62,  -0.91,  -3.53,  -0.16
201108, -11.70,  -8.66,  -7.81, -10.50, -12.16, -12.37,  -7.17,  -7.07,  -9.44,  -9.29, -11.76,  -6.44,  -6.48,  -8.85,  -9.50, -10.98,  -7.07,  -6.70,  -5.03, -10.11,  -9.09,  -3.49,  -3.41,  -5.64,  -6.78
201109, -11.47,  -9.21, -10.12, -10.17, -14.63, -11.26, -10.54, -11.36, -11.23, -13.33, -11.39,  -9.64,  -9.39, -10.04, -15.16, -10.33,  -9.69,  -8.75, -10.27, -13.52,  -8.48,  -4.93,  -6.20,  -6.47,  -8.63
201110,  12.67,  13.51,  14.32,  14.69,  16.97,  16.19,  15.93,  16.25,  16.28,  18.71,  15.75,  16.16,  16.03,  16.23,  16.68,  14.15,  13.14,  12.98,  12.91,  12.99,  17.82,  12.07,   9.19,   9.26,  10.29
201111,  -5.63,  -1.90,   0.65,   0.18,   0.84,  -2.86,  -0.19,  -0.70,   0.93,   0.60,  -0.87,  -1.89,   0.89,   0.87,  -1.67,  -2.44,  -1.15,   0.50,   1.20,   0.31,  -6.81,  -1.50,   0.87,   0.74,   0.17
201112,  -0.72,   2.33,   1.66,   2.18,   1.04,  -1.44,   0.25,   1.87,   0.24,   0.02,  -0.26,   1.76,  -0.84,   1.38,  -1.07,  -1.23,   0.74,   0.01,  -0.19,  -1.16,  -3.18,   0.08,   1.76,   0.83,   1.47
201201,  13.16,   9.31,   7.28,   6.84,   5.72,  13.13,  10.12,   7.02,   6.68,   5.75,   9.36,   8.89,   7.01,   3.66,   5.80,  12.65,  11.04,   6.31,   5.38,   4.50,  15.03,   8.44,   5.41,   2.16,   2.60
201202,   2.61,   0.46,   1.58,   0.06,   2.27,   3.82,   3.27,   1.57,   3.52,   3.54,   5.05,   5.53,   5.00,   3.55,   4.32,   8.51,   3.78,   4.18,   4.44,   3.50,   5.51,   4.29,   4.57,   3.04,   6.21
201203,   1.97,   3.21,   3.51,   5.01,   5.84,   2.46,   0.97,   3.11,   2.84,   2.21,  -0.96,   0.64,   2.05,   2.85,   1.64,   0.68,   0.98,   1.71,   2.52,   2.40,   4.25,   2.48,   2.53,   2.89,   5.01
201204,  -4.93,  -2.39,  -1.44,  -1.93,   0.33,  -4.56,  -0.95,  -2.71,  -1.35,  -0.01,  -2.38,  -1.54,  -1.41,  -0.45,   0.32,  -6.15,  -2.16,  -1.29,   0.79,   0.84,  -7.39,  -2.00,  -1.02,  -0.14,   0.33
201205, -10.43,  -7.02,  -5.96,  -4.89,  -4.57, -10.33,  -7.56,  -5.70,  -5.50,  -6.75, -13.48,  -9.19,  -6.99,  -4.96,  -4.82, -12.69,  -9.92,  -7.62,  -4.94,  -5.59, -13.77, -10.49,  -6.41,  -3.70,  -4.84
201206,   6.39,   5.52,   5.43,   5.98,   6.47,   7.39,   6.17,   4.28,   5.51,   4.11,   2.32,   3.36,   3.76,   2.52,   4.48,   4.19,   2.62,   2.67,   3.49,   2.40,   1.30,   4.96,   4.24,   5.07,   2.97
201207,  -3.56,  -2.91,  -1.04,  -1.05,   0.16,  -3.73,  -3.93,  -0.80,   0.24,   0.12,  -4.31,  -1.12,  -0.35,   0.06,  -0.78,  -4.47,  -0.41,   0.82,  -1.43,   1.10,  -0.77,   1.14,   0.52,   0.83,   2.36
201208,   4.16,   2.96,   2.89,   0.64,   3.29,   4.74,   3.26,   1.98,   3.49,   2.42,   6.53,   5.34,   3.47,   2.85,   4.87,   5.08,   3.73,   4.12,   4.30,   3.37,   4.26,   4.12,   4.15,   1.47,   1.05
201209,   6.03,   4.33,   3.76,   4.18,   4.70,   3.75,   3.36,   3.47,   3.94,   4.45,   2.13,   4.03,   1.53,   1.74,   1.35,   2.95,   2.65,   3.72,   1.78,   1.24,   4.96,   4.26,   0.74,   3.10,   2.74
201210,  -5.99,  -4.21,  -2.09,  -2.16,  -1.27,  -4.10,  -2.09,  -3.58,  -1.32,  -0.80,  -2.22,   0.80,  -0.14,  -1.84,  -0.87,   1.02,  -0.98,   0.01,  -0.36,   0.26,  -1.72,  -0.66,  -1.31,  -2.37,  -4.74
201211,   0.92,  -0.02,   0.35,   0.07,   0.23,   0.27,   1.56,   0.93,  -0.57,   1.84,   4.19,   2.39,   1.17,   1.95,   0.66,  -0.70,   3.35,   2.23,   1.32,   2.47,  -1.22,   0.16,  -0.10,   1.02,   0.97
201212,   4.81,   4.15,   4.11,   2.54,   1.61,   4.40,   4.32,   3.55,   4.00,   2.88,   6.93,   2.35,   2.87,   2.67,   2.76,   5.11,   3.12,   1.87,   1.78,   0.75,   3.62,   2.14,   0.42,   0.24,   0.07
201301,   5.62,   4.79,   5.01,   6.97,   6.33,   5.92,   7.31,   5.39,   5.97,   6.87,   6.91,   5.84,   5.35,   6.16,   9.32,   8.51,   8.09,   8.35,   6.32,   7.26,   8.79,   5.58,   6.33,   5.44,   0.17
201302,  -0.51,   1.84,   0.03,   1.05,   1.20,  -0.06,   1.03,   2.57,   1.16,   1.59,  -0.09,   1.26,   1.60,   1.84,   1.08,  -2.38,   1.60,   1.49,   1.72,   1.94,  -0.24,   0.47,   1.76,   1.53,   1.95
201303,   3.20,   3.79,   4.04,   5.28,   7.50,   3.58,   3.73,   4.09,   6.90,   6.24,   5.31,   5.05,   4.94,   5.22,   5.04,   3.57,   3.95,   5.01,   5.09,   5.41,   2.56,   3.85,   4.09,   3.29,   5.33
201304,   0.28,  -0.82,  -0.45,   0.11,   2.20,  -0.18,  -2.34,  -0.91,  -0.75,  -1.39,  -0.83,   0.75,  -1.06,   0.96,  -0.53,   0.81,   1.15,   1.45,  -0.59,   0.00,   3.05,   0.78,   2.46,   2.35,   0.93
201305,   7.70,   4.34,   4.41,   5.49,   3.53,   7.49,   6.10,   4.97,   4.96,   5.93,   6.18,   5.45,   3.62,   4.02,   3.80,   3.37,   3.46,   3.99,   1.38,   4.59,   3.07,   2.48,   2.66,   1.94,   2.68
201306,   0.54,   0.63,   1.35,   2.75,   0.16,  -1.11,   0.14,  -0.12,   0.63,   1.80,  -2.08,   0.25,   0.18,  -0.06,  -0.98,  -1.57,  -1.51,  -1.13,  -1.28,  -4.59,  -5.09,  -0.04,  -1.32,   0.43,  -4.11
201307,   9.13,   7.68,   8.20,   7.07,   9.05,   7.07,   5.86,   7.08,   6.32,   8.50,   7.62,   7.54,   7.95,   7.11,   8.78,   7.78,   5.28,   6.60,   6.90,   7.94,   5.76,   3.59,   5.60,   4.59,   9.12
201308,  -2.56,  -3.74,  -3.51,  -2.92,  -2.96,  -3.41,  -2.85,  -2.73,  -3.26,  -1.60,  -1.93,  -3.19,  -2.42,  -2.50,  -2.65,  -1.55,  -2.73,  -2.21,  -2.68,  -2.73,  -1.40,  -3.22,  -2.72,  -3.41,  -3.07
201309,   6.30,   4.98,   6.21,   5.78,   7.27,   5.22,   4.61,   6.13,   7.40,   7.90,   5.26,   4.14,   5.73,   6.56,   7.65,   4.25,   4.51,   5.36,   5.52,   6.66,   1.01,   2.81,   3.79,   4.37,   5.74
201310,   2.52,   2.74,   2.35,   3.63,  -0.09,   0.60,   2.81,   3.34,   4.50,   1.24,   2.55,   3.78,   3.08,   3.61,   3.38,   1.23,   3.49,   3.40,   3.77,   3.32,   3.95,   5.49,   4.84,   4.26,   3.38
201311,   5.52,   6.77,   5.75,   7.26,   7.19,   5.04,   4.55,   5.44,   6.28,   3.62,   2.41,   2.43,   3.73,   4.43,   3.22,   0.42,   1.66,   2.56,   0.89,   2.42,   2.55,   3.14,   3.71,   2.73,   3.88
201312,   2.45,   2.66,   0.82,   2.07,   2.82,   2.75,   1.43,   1.56,   1.82,   3.42,   3.75,   3.53,   2.17,   1.10,   2.78,   2.77,   2.96,   2.26,   4.25,   3.34,   3.49,   1.34,   2.20,   3.01,   3.60
201401,  -1.10,  -2.66,  -1.28,  -2.72,  -0.98,  -4.26,  -1.87,  -5.31,  -2.53,  -2.48,  -2.92,  -4.10,  -2.80,  -3.81,  -3.08,  -2.50,  -2.32,  -3.20,  -3.30,   0.00,  -5.03,  -4.20,  -3.40,  -3.71,   0.11
201402,   3.89,   1.86,   6.01,   4.21,   5.10,   4.31,   3.53,   3.40,   5.55,   4.69,   6.07,   4.88,   4.67,   5.90,   5.90,   3.97,   4.77,   5.91,   5.80,   7.71,   3.63,   3.75,   3.90,   4.62,   7.52
201403,  -0.01,   1.06,   2.34,   0.20,  -0.82,   0.22,   1.92,   1.44,   1.72,  -2.31,  -0.17,   1.29,   1.17,   0.64,  -4.32,   0.99,  -0.32,   1.09,  -0.26,  -4.14,   2.68,   2.00,   2.38,   0.70,  -4.47
