,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
200603,   7.00,   3.78,   3.46,   4.92,   4.60,   3.35,   4.90,   4.51,   4.90,   5.23,   3.77,   3.71,   2.83,   3.71,   4.80,   1.52,   3.02,   2.59,   2.85,   2.73,   1.39,   1.58,   0.88,   1.09,   0.18
200604,  -1.08,   1.17,   0.25,  -0.50,   0.34,  -1.31,   1.02,  -0.31,   0.29,   0.65,   0.72,   1.08,   1.10,   0.81,  -0.78,   1.66,   2.37,   0.75,   2.55,  -0.67,  -0.81,   2.02,   2.05,   3.20,  -0.27
200605,  -7.00,  -5.60,  -3.47,  -4.16,  -4.31,  -5.60,  -5.14,  -3.03,  -3.74,  -5.32,  -7.84,  -3.54,  -3.69,  -2.94,  -5.71,  -5.43,  -2.31,  -2.73,  -2.91,  -5.56,  -3.97,  -1.32,  -1.73,  -3.20,  -4.62
200606,  -1.88,  -0.12,   0.04,   1.03,  -1.24,  -2.81,  -2.16,   0.36,  -2.38,   0.60,  -0.33,  -0.63,   0.85,   1.20,  -0.83,  -2.17,  -0.78,  -0.20,   1.15,  -1.17,  -0.09,  -0.42,   0.26,   0.66,   0.71
200607,  -4.92,  -4.78,  -2.30,  -0.22,  -3.01,  -4.49,  -1.74,  -1.53,  -3.04,  -5.61,  -4.71,  -1.18,  -1.88,  -2.81,  -5.28,  -5.23,  -0.99,  -2.58,  -2.63,  -4.43,   1.63,   0.07,   2.04,  -0.06,   0.01
200608,   4.62,   4.07,   3.01,   1.22,   2.06,   5.71,   4.47,   2.16,   2.98,   1.46,   4.44,   2.31,   2.12,   2.43,   1.34,   6.56,   1.42,   1.83,   1.86,  -0.58,   3.81,   2.79,   1.78,   1.62,   0.25
200609,   0.11,   0.74,   1.28,   1.15,   1.42,   0.59,   1.77,  -0.61,   2.28,   1.42,   1.89,   2.73,   0.70,   1.52,   0.03,   3.08,   1.55,   2.30,   3.08,   0.56,   3.87,   3.21,   2.46,   0.45,  -1.04
200610,   6.64,   5.16,   6.47,   5.48,   5.45,   4.26,   6.12,   4.95,   5.51,   5.86,   4.83,   4.42,   3.70,   3.99,   6.70,   4.07,   3.32,   3.62,   3.18,   3.71,   2.08,   3.25,   3.74,   3.11,   3.61
200611,   3.35,   1.73,   1.10,   1.29,   2.23,   3.57,   2.57,   0.73,   3.17,   4.78,   1.90,   3.70,   2.85,   3.86,   4.99,   3.15,   3.06,   2.40,   3.29,   5.16,   0.73,   0.64,   2.44,   1.81,   4.22
200612,   1.60,   1.56,   1.53,   1.44,   1.26,   0.20,   0.01,   0.67,   0.33,  -0.47,   1.37,   1.25,   0.64,  -0.10,  -0.68,  -0.21,   1.68,   1.31,  -1.06,  -1.41,   1.87,   3.20,   0.73,   1.94,  -1.66
200701,   2.34,   0.03,   1.25,   0.05,   1.51,   1.38,   1.81,   2.23,   1.54,   0.97,   4.34,   2.29,   2.81,   3.31,   4.55,   1.91,   3.44,   1.34,   3.98,   3.18,   1.15,   1.42,   0.97,   0.26,   4.03
200702,   0.15,  -1.14,  -0.63,  -1.81,   1.33,   1.89,  -0.97,  -0.72,   0.29,  -2.23,   2.12,   0.68,   0.19,   0.67,  -0.74,   0.68,  -0.45,   0.27,   0.57,   0.42,  -2.37,  -3.01,  -1.73,  -1.50,   0.25
200703,  -0.39,  -0.02,   2.05,   0.28,   0.77,  -0.05,   1.90,   2.28,   0.58,   1.17,  -1.00,   1.19,   2.60,   1.73,   1.55,   1.57,   1.81,   0.61,   1.06,   0.68,   0.88,  -0.20,   1.34,   1.03,   2.91
200704,   1.87,   0.46,   0.61,  -0.81,   0.62,   4.04,   0.81,   1.82,   1.53,   3.53,   4.23,   1.69,   2.46,   3.62,   3.92,   5.51,   4.35,   3.30,   3.89,   5.52,   5.09,   4.41,   3.82,   3.79,   3.94
200705,   2.05,   3.32,   2.13,   3.26,   4.56,   0.99,   2.72,   4.26,   4.18,   5.03,   5.59,   4.43,   5.13,   4.28,   6.42,   3.14,   2.27,   3.59,   4.96,   5.33,   2.95,   2.81,   2.78,   4.26,   6.36
200706,  -1.28,   0.16,  -1.57,  -0.30,   0.14,  -2.22,  -1.86,  -2.38,  -2.92,  -1.36,   0.52,  -2.06,  -1.54,  -1.15,   0.08,  -2.59,  -1.90,  -0.45,  -3.15,  -2.55,  -0.74,  -1.52,  -2.45,  -1.87,  -1.69
200707,  -7.26,  -6.76,  -5.83,  -6.76,  -6.50,  -8.63,  -5.49,  -6.59,  -5.75,  -5.20,  -7.14,  -5.73,  -4.22,  -4.94,  -4.06,  -7.76,  -5.99,  -5.15,  -3.27,  -3.84,  -4.57,  -1.99,  -2.81,  -2.91,  -1.26
200708,  -2.35,   2.84,   2.07,   1.21,   0.37,   0.06,   5.07,   4.04,   1.59,   2.34,  -1.68,  -0.88,   0.58,   0.98,   0.97,  -0.85,   0.15,   0.36,   0.64,  -0.37,   1.83,   2.70,   2.87,   0.73,   0.61
200709,  -0.37,  -0.18,  -0.23,  -0.91,   2.54,   0.85,   0.22,   0.36,   0.00,   2.61,   1.03,   1.32,   0.24,   0.47,   4.59,   0.38,   1.31,   1.25,   3.59,   3.16,   1.00,   2.86,   3.84,   5.92,   6.97
200710,   1.20,  -0.68,   0.69,   0.09,   1.40,   1.48,   1.41,  -0.82,   2.37,   2.98,   2.65,  -0.77,   2.50,   3.43,   2.66,   2.37,  -0.76,  -0.38,   3.98,   6.28,   1.67,   2.67,  -0.68,   1.63,   4.96
200711,  -9.43,  -7.75,  -9.12,  -7.12,  -8.80,  -8.21,  -5.92,  -6.23,  -7.58,  -7.81,  -8.24,  -3.70,  -5.91,  -7.14,  -6.69,  -5.77,  -4.51,  -4.95,  -3.99,  -7.38,  -3.72,  -3.81,  -4.06,  -3.45,  -4.61
200712,  -0.41,  -3.09,   0.65,  -2.86,  -0.05,   0.04,  -2.36,  -1.58,  -0.09,   0.39,  -2.76,  -2.10,  -1.46,  -0.71,  -1.81,  -2.07,  -2.31,  -0.49,  -1.25,   0.80,  -0.99,  -2.15,  -3.75,   2.62,   2.71
200801,  -6.43,  -3.15,  -2.93,  -1.88,  -8.62,  -6.72,  -5.56,  -4.24,  -2.68,  -8.35,  -5.91,  -3.55,  -4.28,  -2.82,  -5.69,  -0.67,  -5.57,  -3.51,  -5.90,  -8.92,  -6.25,  -3.87,  -3.73,  -6.13, -11.16
200802,  -3.44,  -3.24,  -4.95,  -7.44,  -1.67,  -3.59,  -3.36,  -4.38,  -2.92,  -2.63,  -2.83,  -4.90,  -3.92,  -3.26,  -2.85,  -3.35,  -2.79,  -2.26,  -3.64,   1.83,  -2.91,  -5.69,  -4.61,  -1.23,   1.60
200803,   1.28,   1.37,   1.42,   1.04,  -2.85,   3.49,  -0.45,   1.41,  -0.05,  -0.81,   0.42,   0.39,   0.41,  -0.17,  -3.39,   1.50,   0.00,  -1.94,  -2.68,  -3.53,  -0.37,   0.57,   0.23,  -2.22,  -0.89
200804,   0.81,  -1.25,  -0.43,   0.82,   3.12,   3.78,   1.03,   2.88,   3.92,   3.51,   3.35,   3.56,   6.11,   6.64,   8.44,   6.98,   2.94,   4.88,   8.27,   7.94,   3.02,   0.18,   6.44,   7.12,   6.99
200805,   2.23,   0.40,   2.87,   5.42,   4.30,   1.33,   2.06,   3.34,   6.76,   7.56,   3.85,   2.86,   4.56,   5.58,   5.21,   0.71,   3.56,   5.68,   4.77,   7.25,  -0.35,  -0.44,   1.41,   1.23,   5.86
200806, -10.88, -14.52, -14.26, -10.13,  -9.72, -11.92, -11.77,  -9.40, -10.90,  -7.96, -11.29, -10.91,  -8.32,  -9.35,  -7.83, -12.14, -11.08,  -6.34,  -8.86,  -5.14,  -8.06, -10.48, -11.52,  -5.07,  -4.87
200807,   5.47,   8.81,   7.22,   6.67,   4.27,   6.31,   6.55,   5.79,   5.60,   3.35,   3.99,   5.03,   4.12,   2.76,  -4.00,   4.51,   1.94,   0.44,  -4.22,  -5.64,   2.76,   4.46,   1.15,  -3.97, -10.25
200808,   2.95,   4.28,   6.29,   3.53,   4.10,   5.28,   5.57,   6.38,   5.02,   5.34,   3.60,   5.84,   4.43,   4.17,   1.58,   3.02,   2.47,   1.95,   1.84,   0.49,   1.05,   1.98,   2.81,   0.54,  -0.19
200809,  -8.65,  -4.17,  -3.48,  -5.41, -11.19,  -6.35,  -3.51,  -4.15,  -5.58, -13.87,  -9.69,  -5.50,  -6.65,  -8.60, -16.27, -14.80,  -6.82,  -8.75, -12.53, -18.46,  -6.78,  -6.54,  -1.19,  -9.75, -16.41
200810, -23.35, -19.65, -18.64, -20.60, -22.32, -23.84, -18.70, -20.11, -22.12, -24.96, -18.46, -14.86, -18.07, -22.61, -25.61, -18.88, -16.83, -20.97, -21.24, -25.44, -10.78, -16.77, -15.30, -14.46, -18.75
200811, -19.04, -14.24, -13.89, -20.33, -14.42, -16.19, -13.37,  -9.21,  -8.97, -10.77, -10.56,  -9.45,  -7.62, -10.20, -13.79, -10.36, -10.59,  -5.41,  -8.48, -11.50,  -8.43,  -8.70,  -8.44,  -4.20,  -3.30
200812,   3.56,   4.10,   2.73,  10.95,   5.96,   7.09,   5.50,   9.53,   8.44,   3.52,   3.58,   1.23,   5.50,   4.38,   7.19,   2.51,   4.55,   4.49,   5.52,   4.72,   3.21,   1.53,  -1.28,   4.00,  -0.71
200901,  -9.43, -11.15, -13.17, -10.42,  -8.65, -13.48, -14.80,  -9.33,  -6.57,  -9.12, -11.68, -10.97,  -7.49, -10.30,  -5.27,  -3.52, -12.76,  -6.49,  -5.57,  -4.98, -14.89, -11.70,  -9.25,  -6.61,  -3.12
200902, -14.21, -16.33, -10.56, -13.35, -14.16, -14.40, -12.51, -11.18, -11.76, -13.94, -10.86, -12.17, -10.98, -11.02, -10.41, -10.60, -10.76, -10.71, -10.10,  -8.90, -10.73,  -9.03,  -9.37, -10.74, -10.87
200903,  14.36,  11.57,   9.89,  11.58,   7.54,  12.11,  13.38,  10.66,  11.41,  10.41,  15.84,   9.30,  11.40,   8.36,   5.85,  11.16,  12.57,   7.22,   7.86,   9.31,  12.57,  10.40,   9.26,   9.14,   6.15
200904,  29.09,  19.88,  21.82,  27.93,  25.59,  34.12,  19.81,  14.50,  16.89,  27.64,  16.55,  16.82,  14.22,  18.49,  25.48,  16.92,  17.84,  11.25,  13.11,  15.51,   8.06,   8.49,   9.47,   7.35,   6.81
200905,  13.21,   4.94,   6.87,  11.56,  12.03,   3.28,  -0.82,   1.21,   0.97,   8.39,   2.20,  -0.38,   2.07,   2.38,   9.86,   2.04,   2.16,   4.90,   3.27,   7.35,   7.64,   2.80,   5.11,   3.31,   7.05
200906,   5.83,   4.95,   3.61,   4.73,   3.96,  -1.86,   1.78,   1.46,   3.25,   1.76,  -2.35,   2.47,   3.49,   0.64,  -3.11,  -0.18,   1.53,  -0.21,   2.38,  -2.54,   1.37,  -0.87,   1.73,   2.01,  -1.82
200907,  12.62,  10.68,   9.46,   7.26,   5.67,  17.07,  10.90,  11.58,   7.27,   9.72,  12.09,  13.31,   9.43,   7.35,  10.16,  10.15,  10.90,   8.84,   7.63,   7.19,   8.99,  11.20,   5.68,   6.15,   6.59
200908,  10.02,   2.48,   1.15,   6.16,   2.30,  12.63,   2.24,   2.11,   1.45,   3.19,  14.52,   2.68,   0.61,   3.04,   2.87,  11.27,   7.06,   3.41,   1.75,   3.47,   9.09,   4.20,   3.66,   1.22,   1.56
200909,   6.57,   4.51,   5.05,   9.07,   7.69,   5.94,   4.09,   5.43,   8.17,   7.74,   7.27,   5.83,   5.73,   5.04,   8.26,   2.83,   5.35,   4.16,   5.74,   8.48,   1.41,   2.92,   2.88,   3.56,   4.71
200910,  -9.95,  -8.67,  -6.58,  -6.18,  -6.29, -11.39,  -7.22,  -4.59,  -4.80,  -4.54, -11.42,  -6.94,  -4.63,  -6.60,  -6.27,  -9.11,  -3.46,  -2.80,  -2.35,  -4.14,  -5.54,  -5.22,  -1.10,   0.43,  -0.76
200911,   1.39,   1.74,   0.19,  -1.03,   2.96,   4.52,   3.06,   1.68,   1.37,   1.41,   7.97,   3.38,   3.05,   3.75,   3.45,   7.56,   4.10,   4.20,   4.31,   3.76,   3.80,   7.79,   6.02,   5.36,   6.85
200912,   8.75,   7.94,   6.87,   7.06,   6.73,  13.60,   8.61,   8.07,   8.58,   8.44,   9.97,   6.42,   8.04,   5.77,   7.74,   6.15,   6.49,   6.02,   4.92,   5.54,  -1.26,   0.34,   3.04,   1.21,   1.08
201001,  -0.81,  -1.23,  -3.42,  -1.76,  -4.68,   1.31,  -2.65,  -3.46,  -2.50,  -2.76,  -5.14,  -2.35,  -2.60,  -3.08,  -4.26,  -1.43,  -3.76,  -2.14,  -4.13,  -3.17,  -3.00,  -2.27,  -4.07,  -0.51,  -5.63
201002,   7.80,   4.39,   3.30,   3.76,   1.34,   6.86,   5.09,   3.84,   3.71,   2.63,   9.61,   6.36,   5.10,   4.27,   2.82,   5.46,   5.64,   6.03,   4.14,   5.83,   4.89,   4.20,   3.39,   2.12,   2.59
201003,  10.17,   8.51,   7.97,   5.87,   6.34,  12.70,   8.78,   6.56,   7.58,   8.62,  10.42,   8.00,   8.79,   6.79,   7.54,   9.17,   9.60,   7.12,   6.13,   5.97,  11.23,  10.14,   5.49,   4.95,   4.52
201004,  15.11,   8.34,   7.99,   4.98,   4.84,  11.87,   5.89,   4.71,   5.93,   5.18,   6.86,   5.67,   4.38,   4.45,   3.85,   6.61,   6.17,   3.01,   3.47,   3.41,   4.05,   3.08,   3.00,  -0.79,   0.96
201005, -10.88,  -8.34,  -6.88,  -7.38,  -6.11, -11.26,  -7.21,  -6.76,  -7.92,  -6.33, -10.37,  -7.94,  -7.89,  -7.37,  -7.14, -10.74,  -8.20,  -6.69,  -7.29,  -6.55, -10.87,  -7.98,  -8.84,  -6.80,  -7.25
201006, -12.74,  -8.22,  -5.28,  -5.77,  -3.84, -17.92,  -7.47,  -7.14,  -8.10,  -4.93, -13.77,  -9.03,  -6.09,  -5.22,  -7.49, -12.80,  -7.54,  -5.73,  -4.08,  -5.77,  -9.37,  -8.17,  -5.18,  -2.93,  -5.04
201007,   7.23,   5.56,   8.46,   6.48,   6.55,  11.60,   5.37,   7.38,   6.32,   6.23,   6.95,   9.57,   6.89,   7.26,   4.86,   9.53,   7.95,   7.62,   6.34,   6.54,   7.00,   6.38,   8.50,   5.44,   7.42
201008, -10.86,  -9.73,  -7.50,  -6.74,  -7.58,  -8.44,  -7.17,  -7.18,  -8.28,  -8.14,  -9.32,  -8.06,  -6.87,  -6.12,  -4.45, -11.36,  -6.17,  -4.35,  -3.33,  -3.40,  -9.37,  -6.13,  -6.97,  -2.90,  -2.82
201009,  13.23,  12.12,  12.27,  11.36,  12.03,  15.46,  11.72,  13.52,  10.98,  12.55,  15.07,  14.85,  12.56,   9.96,  12.02,  12.59,  12.28,  10.34,  10.25,  10.73,  10.10,   8.45,   9.43,   6.80,  10.41
201010,   3.61,   4.95,   4.29,   4.87,   6.45,   1.47,   2.36,   3.16,   4.87,   5.46,   0.30,   5.11,   2.57,   4.49,   4.46,   0.00,   2.82,   3.56,   3.84,   4.02,   0.71,   3.26,   4.05,   3.31,   5.31
201011,   3.21,   2.99,   3.41,   4.83,   3.97,   2.80,   4.52,   2.74,   1.69,   3.25,   0.22,   3.64,   3.12,   4.00,   4.02,   0.71,   1.09,   0.99,   1.86,   4.83,  -1.40,  -1.24,   1.65,  -1.76,   1.37
201012,  10.70,   9.71,   9.45,   8.86,   7.84,  11.07,   9.81,   8.45,   6.58,   6.94,  10.64,   9.34,   8.28,   5.52,   6.97,  12.87,   8.26,   8.03,   5.89,   5.52,  13.94,   9.60,   6.83,   5.52,   5.96
201101,   0.74,  -2.18,  -2.03,  -2.86,  -2.41,   0.90,  -1.15,  -0.75,   1.16,  -0.11,  -0.45,   2.99,   1.28,   1.08,   1.69,   1.40,   1.49,   3.41,   3.19,   2.07,   3.99,   2.60,   2.68,   2.37,   1.28
201102,   6.00,   5.54,   4.59,   1.53,   4.28,   5.46,   5.15,   4.73,   4.10,   4.50,   7.51,   7.39,   4.19,   5.16,   4.49,   6.55,   4.49,   3.30,   4.20,   3.99,   1.37,   4.64,   4.93,   1.80,   3.43
201103,   2.44,   2.62,   3.08,   2.43,   3.05,  -0.04,   3.79,   3.60,   3.34,   3.39,   0.85,   3.34,   1.55,   2.12,   3.13,  -0.74,   1.14,   2.44,   1.98,   4.71,  -4.00,  -0.66,  -0.26,  -0.31,   0.55
201104,   1.22,   1.48,   1.36,   2.84,   4.02,   0.00,   1.53,   1.39,   2.88,   4.35,   2.02,   3.10,   3.61,   3.24,   3.70,   4.92,   1.49,   1.91,   2.48,   4.18,  -0.72,   2.72,   3.13,   3.63,   2.24
201105,  -2.84,  -2.00,  -2.65,  -1.05,  -1.71,  -3.15,  -2.02,  -1.71,  -0.68,  -1.08,  -2.77,  -3.58,  -1.36,  -0.87,  -0.35,  -0.34,  -1.53,  -1.00,  -0.70,   0.15,  -5.68,  -0.50,  -2.42,  -0.69,  -1.27
201106,  -4.51,  -2.30,  -0.66,  -0.51,  -1.78,  -4.50,  -1.87,  -1.26,  -0.87,  -1.70,  -5.50,  -1.60,  -1.39,  -1.65,  -2.16,  -4.90,  -3.02,  -2.09,  -0.89,  -1.20,  -2.93,  -1.57,  -1.78,  -1.54,  -1.37
201107,  -3.42,  -0.94,  -3.33,  -1.88,  -1.26,  -6.59,  -4.12,  -3.44,  -3.66,  -2.96,  -7.15,  -2.67,  -4.54,  -3.77,  -3.51,  -4.03,  -4.01,  -5.07,  -3.82,  -1.46,  -5.87,  -4.33,  -3.45,  -1.93,   0.82
201108, -12.27, -11.30,  -8.01,  -9.36,  -7.69, -14.54, -11.21,  -6.65,  -5.66,  -6.08, -14.93, -11.40,  -7.91,  -6.07,  -5.71, -14.90,  -9.00,  -6.93,  -4.60,  -6.93, -13.57,  -5.98,  -6.34,  -3.08,  -4.61
201109, -14.01, -10.23,  -8.23,  -9.60,  -8.98, -16.80, -11.52,  -9.01,  -9.02, -10.61, -16.84, -12.27, -10.96,  -9.91,  -8.34, -12.42, -11.89,  -9.26,  -8.77, -10.96, -17.03,  -6.45,  -6.87,  -5.33,  -5.73
201110,  14.60,  16.58,  16.03,  12.75,  13.59,  21.95,  18.72,  14.50,  15.61,  15.81,  21.40,  15.58,  15.93,  14.03,  16.43,  17.66,  13.23,  12.53,  12.30,  13.22,  14.77,  10.85,   9.08,   9.68,  11.21
201111,  -2.51,  -1.89,  -3.15,   3.74,  -1.26,  -2.49,  -0.09,   2.82,   1.40,  -2.50,  -3.18,  -1.14,  -0.04,   0.73,  -0.49,  -1.11,  -0.72,  -1.36,   0.48,   0.37, -10.63,  -0.49,   0.07,   1.29,  -0.81
201112,   1.79,   1.11,   0.14,   0.88,   1.18,   1.90,   1.16,  -0.58,  -0.60,  -0.57,   0.12,   1.94,  -0.04,   0.45,  -0.43,  -2.26,   2.68,   0.52,   0.49,  -2.15,   2.09,   2.01,   3.39,   1.03,  -2.11
201201,  10.62,   8.12,   8.19,   8.29,   7.65,  11.12,   8.10,   5.61,   7.68,  11.90,   8.33,   4.81,   6.63,   5.13,   6.45,   9.53,   5.21,   5.23,   5.35,   8.83,  11.45,   4.14,   2.75,   2.36,   7.28
201202,   4.15,   0.10,   0.59,  -0.45,  -0.45,   3.80,   3.55,   1.46,   0.73,   4.00,   9.14,   4.03,   5.64,   4.12,   2.61,   8.14,   3.49,   4.45,   2.74,   4.15,   7.82,   3.28,   3.93,   2.65,   6.01
201203,   6.86,   3.92,   2.27,   3.79,   1.13,   4.12,   2.48,   2.38,   2.84,   1.33,   3.04,   1.28,   0.81,   1.74,   1.20,   3.84,   2.19,   2.14,   1.14,   0.88,   7.44,   4.36,   3.97,   2.23,   3.03
201204,  -1.63,  -2.25,  -2.07,  -3.50,  -1.40,  -3.21,  -3.14,  -1.50,  -0.41,  -2.06,  -0.35,  -1.66,   0.67,  -1.14,  -1.41,  -5.02,  -0.66,  -0.74,  -1.28,   0.30,  -5.10,  -1.09,  -0.22,  -1.23,   0.24
201205,  -5.75,  -6.96,  -7.47,  -6.32,  -8.13, -10.03,  -6.59,  -5.29,  -8.22,  -6.54, -10.84,  -7.28,  -7.53,  -4.23,  -7.79,  -8.42,  -6.34,  -6.95,  -6.95,  -8.78, -13.62,  -6.55,  -4.81,  -3.50,  -7.10
201206,   5.76,   6.73,   5.51,   7.26,   5.40,   5.81,   4.59,   4.07,   5.19,   6.65,   4.37,   3.73,   2.05,   4.02,   3.56,   7.26,   2.93,   3.81,   3.13,   1.01,   5.65,   5.30,   4.83,   3.36,   2.89
201207,  -1.89,  -0.62,  -1.77,  -2.06,  -2.18,  -1.74,  -1.08,  -1.10,  -0.54,  -1.47,  -1.55,  -1.15,  -1.49,   0.33,  -1.75,  -4.99,  -0.70,  -0.07,   1.64,  -0.28,  -4.36,   0.26,   1.52,   2.34,   1.51
201208,   4.84,   1.98,   3.29,   3.62,   1.61,   3.82,   2.83,   2.53,   1.78,   3.62,   6.66,   4.88,   2.33,   3.76,   4.85,   7.44,   3.19,   3.15,   2.69,   4.26,   6.49,   1.48,   1.68,   1.93,   2.74
201209,   5.91,   5.19,   3.35,   4.17,   4.35,   4.50,   4.96,   2.45,   4.15,   3.50,   2.82,   1.71,   3.47,   3.57,  -0.25,   3.97,   2.59,   1.98,   1.55,   2.52,   6.85,   2.36,   2.34,   3.16,   1.66
201210,  -4.25,  -3.38,  -2.35,  -1.80,  -3.54,  -1.60,  -1.38,  -4.01,  -1.26,  -3.56,  -1.55,  -0.15,  -0.60,   0.25,  -1.38,  -1.28,  -0.13,   1.29,  -0.30,   0.28,   0.46,  -0.37,  -0.95,  -1.70,  -4.18
201211,   0.52,   1.91,  -0.31,  -0.22,   0.42,   1.57,   1.99,   0.67,   0.71,   2.17,   3.49,  -0.61,   2.54,   2.61,   2.00,   1.47,   1.29,   1.14,   3.36,   1.70,  -0.43,  -0.45,   0.22,   0.93,   0.33
201212,   3.79,   5.22,   3.49,   4.86,   1.66,   5.89,   2.86,   4.43,   3.23,   3.07,   5.71,   4.32,   3.96,   3.05,   2.09,   5.34,   3.12,   2.93,   1.24,   0.94,   6.86,   1.88,   0.73,   0.63,  -1.43
201301,   7.73,   5.62,   4.76,   3.49,   5.01,   7.96,   6.24,   6.50,   5.97,   4.76,   8.55,   7.25,   5.56,   6.62,   5.50,   9.54,   8.06,   6.59,   6.54,   8.04,   9.29,   6.39,   5.61,   5.40,   1.96
201302,  -0.15,   1.42,   0.57,  -0.50,   1.34,   0.31,   1.18,   0.66,   1.81,   1.77,  -0.21,   1.33,   2.05,   2.00,  -0.17,   1.12,   1.49,   1.12,   1.92,  -0.10,  -0.19,   2.28,   1.79,   1.94,  -0.16
201303,   5.38,   5.48,   2.70,   2.82,   2.47,   6.07,   4.34,   3.77,   4.91,   5.13,   5.38,   5.06,   6.26,   3.76,   5.06,   7.89,   5.66,   4.53,   4.24,   3.36,   5.85,   3.95,   3.74,   3.37,   3.55
201304,   0.51,  -0.17,   0.92,  -0.76,   1.48,  -0.82,  -1.91,  -1.33,  -0.42,  -1.58,   1.12,  -1.12,  -0.68,  -0.06,   0.07,  -0.26,  -0.56,   0.77,   0.94,   1.19,   0.67,   1.12,   2.69,   3.15,   0.66
201305,   5.34,   6.04,   4.90,   4.65,   7.10,   8.55,   6.31,   4.42,   5.89,   4.93,   7.36,   4.20,   5.01,   2.36,   4.08,   4.40,   4.90,   2.55,   1.90,   2.46,   8.44,   5.00,   2.09,   0.01,   2.43
201306,   0.53,   1.29,   1.06,  -0.40,   1.00,  -1.84,  -1.11,   0.33,   1.31,  -0.28,  -1.74,   1.22,  -1.44,  -1.62,  -0.08,  -3.70,  -2.56,  -1.67,  -2.10,  -1.34,  -3.60,  -0.80,  -0.48,  -0.56,  -2.80
201307,   8.71,   8.56,   7.78,   9.02,   9.61,   7.98,   7.49,   7.97,   7.30,   5.72,  10.32,   7.17,   7.30,   7.73,   7.65,   7.98,   6.55,   6.12,   6.23,   7.24,   6.90,   7.32,   3.79,   4.32,   5.51
201308,  -2.28,  -3.61,  -4.90,  -1.25,  -2.97,  -3.82,  -3.56,  -4.53,  -3.41,  -0.54,  -4.51,  -2.20,  -3.91,  -3.78,  -1.67,  -2.35,  -3.81,  -2.23,  -2.08,  -2.57,  -3.72,  -4.06,  -2.35,  -3.43,  -1.79
201309,   7.05,   6.53,   6.34,   6.55,   4.65,   7.46,   5.90,   6.00,   6.62,   6.72,   7.05,   5.65,   6.39,   4.58,   6.68,   7.22,   4.65,   5.38,   5.30,   4.19,   1.16,   3.92,   2.27,   2.73,   4.71
201310,   2.47,   3.30,   2.88,   2.54,   2.09,   3.14,   1.72,   3.45,   2.29,   1.02,   5.25,   3.13,   3.57,   2.97,   2.29,   5.10,   3.27,   3.73,   4.22,   1.38,   4.15,   4.07,   5.27,   4.91,   4.16
201311,   6.53,   6.59,   7.14,   5.74,   8.58,   4.03,   5.42,   5.12,   5.54,   5.07,   5.74,   3.14,   1.24,   3.50,   3.16,   1.18,   0.73,   2.25,   1.91,   2.40,   4.33,   4.17,   2.86,   1.62,   4.37
201312,   1.93,   2.42,   0.52,   3.65,   3.52,   2.07,   1.43,   1.46,   2.43,   2.63,   1.49,   3.15,   3.08,   1.77,   2.47,   4.41,   1.43,   3.90,   3.23,   3.52,   1.43,   1.87,   2.06,   4.50,   2.55
201401,  -1.67,  -3.30,  -1.57,  -1.83,  -1.53,  -3.61,  -3.58,  -4.09,  -6.26,  -5.07,  -3.39,  -3.33,  -2.92,  -3.82,  -4.21,  -1.82,  -4.17,  -0.98,  -1.29,  -3.72,  -2.36,  -3.41,  -4.05,  -2.86,  -4.77
201402,   4.39,   3.55,   3.27,   4.76,   5.51,   5.32,   2.55,   4.73,   4.79,   4.99,   4.77,   5.64,   3.80,   4.76,   6.32,   5.50,   4.06,   3.51,   6.60,   6.21,   4.58,   3.48,   4.31,   4.80,   6.62
201403,   0.92,   1.05,   1.77,   1.34,  -2.62,   1.12,   0.99,   1.08,  -0.08,  -0.02,  -0.36,   1.58,  -0.04,  -0.14,  -1.21,   0.92,   0.65,   0.59,  -0.40,  -1.13,   3.21,   2.59,   0.53,  -0.03,  -1.97
201404,  -4.64,  -5.01,  -3.22,  -5.69,  -4.93,  -3.62,  -4.17,  -3.30,  -2.57,  -1.89,  -2.76,  -1.36,  -2.50,  -2.29,  -2.64,   0.64,  -1.24,   0.16,  -1.94,  -1.82,   1.53,   0.92,   0.64,  -0.82,   0.88
201405,  -0.78,   0.31,  -0.42,   0.81,  -0.02,   0.30,   1.59,   2.01,   0.53,  -1.12,   0.14,   1.64,   0.38,   1.45,   1.18,   0.72,   3.69,   1.49,   1.41,   2.29,   2.61,   0.88,   2.23,   2.37,   5.28
201406,   4.90,   3.52,   5.15,   2.42,   5.31,   5.44,   6.31,   4.84,   5.04,   4.63,   6.95,   5.93,   4.39,   4.17,   5.93,   4.81,   3.03,   4.26,   3.58,   3.10,   3.83,   1.84,   1.38,   2.23,   1.65
